external_ref,status,source,ref,date_time,state,cvv_provided,amount,country,currency,CAD_Rate,EUR_Rate,MXN_Rate,USD_Rate,SGD_Rate,AUD_Rate ,GBP_Rate
sACPBzK3k6mWmP6RBaUMv,TRUE,GLOBALPAY,evt_1E1T3g7IEJazkp2mnKRvm_Q,2019-02-25T09:36:00.000Z,DECLINED,FALSE,49457.61,US,USD,1.396314851,0.878637293,25.1248457,1,1.439079705,1.61442998,0.772672196
Dejm3WYRCsqxgfoV43_wH,TRUE,GLOBALPAY,evt_1ECA1UqA2R0R3KhqleAZDvi,2019-02-25T14:24:00.000Z,ACCEPTED,FALSE,49388.49,US,USD,1.396314851,0.878637293,25.1248457,1,1.439079705,1.61442998,0.772672196
9orGRrMrKq1TssxxVvUSV,TRUE,GLOBALPAY,evt_1EdlYnFQ4UFm7nq9fCG34MC,2019-02-25T19:12:00.000Z,ACCEPTED,FALSE,49978.96,US,USD,1.396314851,0.878637293,25.1248457,1,1.439079705,1.61442998,0.772672196
gVMMfeUHuT5dtINFwLYdL,TRUE,GLOBALPAY,evt_1Ebjib5OH5Nr0i7mFE-D2yM,2019-02-25T00:00:00.000Z,ACCEPTED,FALSE,59231.98,MX,MXN,1.398946273,0.878557121,25.12969625,1,1.439296992,1.617116942,0.77445001
tp-iRe69YzJRy8PFjW058,TRUE,GLOBALPAY,evt_1E9lP7PkDaZZhrGJHXa2vOT,2019-02-25T04:48:00.000Z,DECLINED,FALSE,59516.08,MX,MXN,1.398946273,0.878557121,25.12969625,1,1.439296992,1.617116942,0.77445001
ruj7IBCfv__nmd7-IalUc,TRUE,GLOBALPAY,evt_1EJrbuMS87TSN9XrRBjssv1,2019-02-25T09:36:00.000Z,ACCEPTED,FALSE,60109.49,MX,MXN,1.398946273,0.878557121,25.12969625,1,1.439296992,1.617116942,0.77445001
JJvUT2w6NBmIRZJflSgq5,TRUE,GLOBALPAY,evt_1EPA52U61TzntHnjJPJ2NwU,2019-02-25T14:24:00.000Z,DECLINED,FALSE,60453.36,MX,MXN,1.398946273,0.878557121,25.12969625,1,1.439296992,1.617116942,0.77445001
JISwc_TZVB5Gl_pXF3CfZ,TRUE,GLOBALPAY,evt_1EcaLY-xGNws2HWegiR_c59,2019-02-25T19:12:00.000Z,ACCEPTED,FALSE,60434.36,MX,MXN,1.398946273,0.878557121,25.12969625,1,1.439296992,1.617116942,0.77445001
GEjW9hKExVTjGtrraKucb,TRUE,GLOBALPAY,evt_1EnUY79KI-JUtkUUZXUgVUZ,2019-02-25T00:00:00.000Z,ACCEPTED,FALSE,51218.4,UK,GBP,1.396387871,0.873905181,25.12888195,1,1.437793578,1.621194397,0.778710139
vCN9AJyVEah2QGpLrV92C,TRUE,GLOBALPAY,evt_1Eu_KHBSQj_FSQFKDRSV0JJ,2019-02-25T04:48:00.000Z,ACCEPTED,FALSE,51622.68,UK,GBP,1.396387871,0.873905181,25.12888195,1,1.437793578,1.621194397,0.778710139
6v5c9DjVMpMb5IUsY_x2J,TRUE,GLOBALPAY,evt_1E5L8h6GN4pgjS9FwPnKwUq,2019-02-25T09:36:00.000Z,ACCEPTED,FALSE,51344.35,UK,GBP,1.396387871,0.873905181,25.12888195,1,1.437793578,1.621194397,0.778710139
nFFz0vopm9ndBndc60vC4,TRUE,GLOBALPAY,evt_1E2bfUauNHT7GmQE14-8wuY,2019-02-25T14:24:00.000Z,ACCEPTED,FALSE,51102,UK,GBP,1.396387871,0.873905181,25.12888195,1,1.437793578,1.621194397,0.778710139
jo_XXEoMm9HtjonORdEj8,TRUE,GLOBALPAY,evt_1E04N6A_y2FmCqHmXt9DpeJ,2019-02-25T19:12:00.000Z,DECLINED,FALSE,50929.9,UK,GBP,1.396387871,0.873905181,25.12888195,1,1.437793578,1.621194397,0.778710139
nPYKF1-unnTFp5L17wmRt,TRUE,GLOBALPAY,evt_1ExvAFCzq8iabeX0RL-i0Ml,2019-02-25T00:00:00.000Z,ACCEPTED,FALSE,50593.3,FR,EUR,1.39887791,0.877699356,25.13333203,1,1.436219845,1.623358276,0.776089034
RJA5DkqJ_9YaRZX_Qg4Of,TRUE,GLOBALPAY,evt_1EWEAqqBLTXiBsWcyE54AnH,2019-02-25T04:48:00.000Z,ACCEPTED,FALSE,50590.59,FR,EUR,1.39887791,0.877699356,25.13333203,1,1.436219845,1.623358276,0.776089034
Omn1JX6uuoQxzY9EJS6qE,TRUE,GLOBALPAY,evt_1E1h3aZP3X0rF6u4gA9xmdc,2019-02-25T09:36:00.000Z,ACCEPTED,FALSE,51242.41,FR,EUR,1.39887791,0.877699356,25.13333203,1,1.436219845,1.623358276,0.776089034
1169rrcmWu1PKsmrIxXQE,TRUE,GLOBALPAY,evt_1ECv0QOzMmE34jW8wVnSl6F,2019-02-25T14:24:00.000Z,ACCEPTED,FALSE,51581.68,FR,EUR,1.39887791,0.877699356,25.13333203,1,1.436219845,1.623358276,0.776089034
WtlEbbesnaJE5b1q0kG46,TRUE,GLOBALPAY,evt_1EpA_svP4aWdfQ7uo06n3Rx,2019-02-25T19:12:00.000Z,DECLINED,FALSE,51357.37,FR,EUR,1.39887791,0.877699356,25.13333203,1,1.436219845,1.623358276,0.776089034
_oS_QRjCblsDZbL0yiMxZ,TRUE,GLOBALPAY,evt_1EO78yhRAYmKJdwTkqkgJTX,2019-02-25T00:00:00.000Z,ACCEPTED,FALSE,48066.61,CA,CAD,1.394973402,0.876562895,25.12965833,1,1.434188321,1.624325472,0.778726303
3YLQS5DJPzIurjnRfZ7-V,TRUE,GLOBALPAY,evt_1EUAaQQDVeYo8WL5MWsSVDW,2019-02-25T04:48:00.000Z,ACCEPTED,FALSE,48323.62,CA,CAD,1.394973402,0.876562895,25.12965833,1,1.434188321,1.624325472,0.778726303
TsVBr3A154OVRRCxvnIh6,TRUE,GLOBALPAY,evt_1Emc0gr8zKfq5nv9GsjP9Aa,2019-02-25T09:36:00.000Z,ACCEPTED,FALSE,48104.88,CA,CAD,1.394973402,0.876562895,25.12965833,1,1.434188321,1.624325472,0.778726303
KzpM1uL0VC6VvDNvePFCE,TRUE,GLOBALPAY,evt_1EY0ZN3LUVvTCfHV_aX8yjH,2019-02-25T14:24:00.000Z,ACCEPTED,FALSE,48579.35,CA,CAD,1.394973402,0.876562895,25.12965833,1,1.434188321,1.624325472,0.778726303
JT5CUb2A24VbQypSAkkQt,TRUE,GLOBALPAY,evt_1EYtzdxM8v4TV4KOGa2tsQu,2019-02-25T19:12:00.000Z,ACCEPTED,FALSE,49052.55,CA,CAD,1.394973402,0.876562895,25.12965833,1,1.434188321,1.624325472,0.778726303
VSzmcbfBLTJ6z5rlRsy_K,TRUE,GLOBALPAY,evt_1Ed0I9ofXXNbFiShulbF9N3,2019-02-25T00:00:00.000Z,ACCEPTED,FALSE,57905.79,AE,USD,1.393463996,0.87393097,25.12891765,1,1.433628526,1.626729397,0.777087861
fk3_as9bGM8BL9AngO4Vj,TRUE,GLOBALPAY,evt_1EXbUqBb4X7s-un5hcc6OMs,2019-02-25T04:48:00.000Z,DECLINED,FALSE,57802.6,AE,USD,1.393463996,0.87393097,25.12891765,1,1.433628526,1.626729397,0.777087861
TAoc__mqxEY7VtcmfbVt9,TRUE,GLOBALPAY,evt_1EQb2Wyfvilzzfg3brS_728,2019-02-25T09:36:00.000Z,ACCEPTED,FALSE,57914.36,AE,USD,1.393463996,0.87393097,25.12891765,1,1.433628526,1.626729397,0.777087861
gZsYc2ZBey3BYS6Ne5jS1,TRUE,GLOBALPAY,evt_1EfXhAjADFMa0xpthO5gLYM,2019-02-25T14:24:00.000Z,ACCEPTED,FALSE,57707.73,AE,USD,1.393463996,0.87393097,25.12891765,1,1.433628526,1.626729397,0.777087861
tkZRhfs2vwhfMa0rPCb2M,TRUE,GLOBALPAY,evt_1EBB-oKm356GCm79OIGAtDM,2019-02-25T19:12:00.000Z,ACCEPTED,FALSE,57651.35,AE,USD,1.393463996,0.87393097,25.12891765,1,1.433628526,1.626729397,0.777087861
zOQSiFKR30MkK3m7E384M,TRUE,GLOBALPAY,evt_1EN2hVeLNbZnJNwtsKYzBYN,2019-02-26T00:00:00.000Z,DECLINED,FALSE,50477.03,US,USD,1.396449188,0.8697052,25.13387634,1,1.43224957,1.631643772,0.7730779
hFiF_HuUHC5s2rYQAmZ5g,TRUE,GLOBALPAY,evt_1Ere1ghtSmMadu2Ro2YSF7w,2019-02-26T04:48:00.000Z,ACCEPTED,FALSE,50549.23,US,USD,1.396449188,0.8697052,25.13387634,1,1.43224957,1.631643772,0.7730779
aOIj473FzQNImyaal7y3O,TRUE,GLOBALPAY,evt_1EIJxf7ywh6CezWgsjPxRjO,2019-02-26T09:36:00.000Z,ACCEPTED,FALSE,50868.65,US,USD,1.396449188,0.8697052,25.13387634,1,1.43224957,1.631643772,0.7730779
hVXI35PhLRUfz9NP40hY4,TRUE,GLOBALPAY,evt_1EvScqiQeZu_vfz9MEEqGGx,2019-02-26T14:24:00.000Z,ACCEPTED,FALSE,51391.13,US,USD,1.396449188,0.8697052,25.13387634,1,1.43224957,1.631643772,0.7730779
iXu8ggKA4k23VcEUaA9qK,TRUE,GLOBALPAY,evt_1EgUDHEYTrf2sPHg7aSoLEs,2019-02-26T19:12:00.000Z,ACCEPTED,FALSE,51340.63,US,USD,1.396449188,0.8697052,25.13387634,1,1.43224957,1.631643772,0.7730779
7f_tBk8RJkmWGu72Ow0JZ,TRUE,GLOBALPAY,evt_1ExWS434iTpzWl_l4KMKa3a,2019-02-26T00:00:00.000Z,DECLINED,FALSE,61127.51,MX,MXN,1.400052791,0.873029813,25.13466622,1,1.432006701,1.628473839,0.775426273
bNtfCoE7xxPRVSEg0VeZ3,TRUE,GLOBALPAY,evt_1Eair1KJw25IIGl0AsEESB8,2019-02-26T04:48:00.000Z,ACCEPTED,FALSE,61118.14,MX,MXN,1.400052791,0.873029813,25.13466622,1,1.432006701,1.628473839,0.775426273
zrO7_pehMzfwrP9PUhmO-,TRUE,GLOBALPAY,evt_1E0c01G8kn3w2GDY2MBDEeO,2019-02-26T09:36:00.000Z,ACCEPTED,FALSE,61549.3,MX,MXN,1.400052791,0.873029813,25.13466622,1,1.432006701,1.628473839,0.775426273
#NAME?,TRUE,GLOBALPAY,evt_1EU7r5MEdyRe3fNqFZuvaFB,2019-02-26T14:24:00.000Z,ACCEPTED,FALSE,62183.89,MX,MXN,1.400052791,0.873029813,25.13466622,1,1.432006701,1.628473839,0.775426273
DzHnm2DOmIS6f8N6t75Tc,TRUE,GLOBALPAY,evt_1ENL-o4h5kyzy8-Vo30EdO6,2019-02-26T19:12:00.000Z,ACCEPTED,FALSE,62085.59,MX,MXN,1.400052791,0.873029813,25.13466622,1,1.432006701,1.628473839,0.775426273
He_OGcvEe533rnfCasz8g,TRUE,GLOBALPAY,evt_1EdudEDfj6O1kDIUma_WnVL,2019-02-26T00:00:00.000Z,ACCEPTED,FALSE,51547.92,UK,GBP,1.399584488,0.86983017,25.13413942,1,1.433565723,1.632704359,0.77411728
ZI1dU3hSIjP59ZKWIpnAA,TRUE,GLOBALPAY,evt_1EXVSXRWnbu4mng78HoAVtH,2019-02-26T04:48:00.000Z,DECLINED,FALSE,51848.21,UK,GBP,1.399584488,0.86983017,25.13413942,1,1.433565723,1.632704359,0.77411728
F9DOK81jVKpKC3xMlr0TJ,TRUE,GLOBALPAY,evt_1Ey0aYcy4J2DClDth6QMzhC,2019-02-26T09:36:00.000Z,DECLINED,FALSE,52074.22,UK,GBP,1.399584488,0.86983017,25.13413942,1,1.433565723,1.632704359,0.77411728
IBU8BqybohCubSFgIgjxg,TRUE,GLOBALPAY,evt_1EdHe9sRJGMMVNJR06mPJ95,2019-02-26T14:24:00.000Z,ACCEPTED,FALSE,51852.02,UK,GBP,1.399584488,0.86983017,25.13413942,1,1.433565723,1.632704359,0.77411728
XSuzlr7ozkW0Ohy50_d7m,TRUE,GLOBALPAY,evt_1EbhycgpLc6cInHSse8Rarz,2019-02-26T19:12:00.000Z,ACCEPTED,FALSE,51586.4,UK,GBP,1.399584488,0.86983017,25.13413942,1,1.433565723,1.632704359,0.77411728
9PM91NA41d7rNUXifhzw8,TRUE,GLOBALPAY,evt_1E3lYSKl47-ZuoJ3q4rdkOR,2019-02-26T00:00:00.000Z,DECLINED,FALSE,52040.71,FR,EUR,1.399882709,0.870906757,25.13670966,1,1.429254832,1.630994527,0.773486716
el4o0Bb93xiGMreYFYHuX,TRUE,GLOBALPAY,evt_1EhHsggnPCakvdOqtkF8OI2,2019-02-26T04:48:00.000Z,ACCEPTED,FALSE,52300.86,FR,EUR,1.399882709,0.870906757,25.13670966,1,1.429254832,1.630994527,0.773486716
E7Oxqf9RWGSs60rC_uDA1,TRUE,GLOBALPAY,evt_1ESWHFhRyxTEICkgk7bUzH6,2019-02-26T09:36:00.000Z,DECLINED,FALSE,52513.95,FR,EUR,1.399882709,0.870906757,25.13670966,1,1.429254832,1.630994527,0.773486716
u88jCA3leQyktpM0skj-v,TRUE,GLOBALPAY,evt_1EjI1l062yynfcVd2vGfXZG,2019-02-26T14:24:00.000Z,DECLINED,TRUE,52928.82,FR,EUR,1.399882709,0.870906757,25.13670966,1,1.429254832,1.630994527,0.773486716
yrImlrOlO07bl7gChOi-U,TRUE,GLOBALPAY,evt_1EFdztkWrtuaICeBqIdzc9N,2019-02-26T19:12:00.000Z,ACCEPTED,FALSE,53542.55,FR,EUR,1.399882709,0.870906757,25.13670966,1,1.429254832,1.630994527,0.773486716
ir7vXEj3WjzE4ZESqsRt3,TRUE,GLOBALPAY,evt_1EFb7foAIcN9NAux_gG-jkr,2019-02-26T00:00:00.000Z,ACCEPTED,FALSE,49091.44,CA,CAD,1.404353792,0.870735956,25.1411962,1,1.425986597,1.635279755,0.777127926
gMPRRDUSTW5_IYwVROnYE,TRUE,GLOBALPAY,evt_1EiIli7Rv8SWqRUaqsoSKJo,2019-02-26T04:48:00.000Z,DECLINED,FALSE,49654.48,CA,CAD,1.404353792,0.870735956,25.1411962,1,1.425986597,1.635279755,0.777127926
5bOdXVxAmni2M0K_q2LKX,TRUE,GLOBALPAY,evt_1EwRe6Uts0E02UgSZaM9Ief,2019-02-26T09:36:00.000Z,ACCEPTED,FALSE,49625.65,CA,CAD,1.404353792,0.870735956,25.1411962,1,1.425986597,1.635279755,0.777127926
10pu1t2K5-XXZux28U1jG,TRUE,GLOBALPAY,evt_1EqJD9rYMinxVTQZkaaJXNT,2019-02-26T14:24:00.000Z,ACCEPTED,FALSE,50220.3,CA,CAD,1.404353792,0.870735956,25.1411962,1,1.425986597,1.635279755,0.777127926
OeXjsN9Il6YmQ3p4aq7R-,TRUE,GLOBALPAY,evt_1E788Mdx2SI8DF17F64yzK8,2019-02-26T19:12:00.000Z,DECLINED,FALSE,50423.61,CA,CAD,1.404353792,0.870735956,25.1411962,1,1.425986597,1.635279755,0.777127926
mcWqaW8QNWEzZzDNkuC_c,TRUE,GLOBALPAY,evt_1EMSVrD1aXE3UhCf4g1xVFR,2019-02-26T00:00:00.000Z,ACCEPTED,FALSE,58276.78,AE,USD,1.408192958,0.871381628,25.14417163,1,1.422039126,1.638503298,0.781754142
LShDKp_Q1pX8Im47v_55E,TRUE,GLOBALPAY,evt_1EsMfr8035cdh-skWZRU0sL,2019-02-26T04:48:00.000Z,ACCEPTED,FALSE,58242.72,AE,USD,1.408192958,0.871381628,25.14417163,1,1.422039126,1.638503298,0.781754142
0sGGJa6xNPm6JHkyqg4V9,TRUE,GLOBALPAY,evt_1E2f_GkPhF_OtVjpmqjJk9l,2019-02-26T09:36:00.000Z,ACCEPTED,FALSE,58912,AE,USD,1.408192958,0.871381628,25.14417163,1,1.422039126,1.638503298,0.781754142
EdGhT9RP_kIqYiDq4s-Qo,TRUE,GLOBALPAY,evt_1EVzv_1AzeZtb8c8ywzkshD,2019-02-26T14:24:00.000Z,ACCEPTED,FALSE,58823.68,AE,USD,1.408192958,0.871381628,25.14417163,1,1.422039126,1.638503298,0.781754142
rJkkILgu-3dIxkl0QXsRu,TRUE,GLOBALPAY,evt_1EczUlhzbXggC2e51GK-9z1,2019-02-26T19:12:00.000Z,ACCEPTED,FALSE,59486.91,AE,USD,1.408192958,0.871381628,25.14417163,1,1.422039126,1.638503298,0.781754142
nLvD-gzkTmoyXTt0ytoV0,TRUE,GLOBALPAY,evt_1EpHJ9rcf6yzXwKcua7V2bM,2019-02-27T00:00:00.000Z,ACCEPTED,FALSE,51084.74,US,USD,1.406478563,0.867170335,25.13946377,1,1.426333556,1.636615331,0.777122836
eScbbCyzm0cyyr1XHUcPC,TRUE,GLOBALPAY,evt_1ElkjLqaPmxHLxnQkU8SARM,2019-02-27T04:48:00.000Z,ACCEPTED,FALSE,51743.78,US,USD,1.406478563,0.867170335,25.13946377,1,1.426333556,1.636615331,0.777122836
sGQwOXqPOIIUTxE-HUD-w,TRUE,GLOBALPAY,evt_1EMhw3Gm9ISoEMJvmxGQkq8,2019-02-27T09:36:00.000Z,DECLINED,FALSE,52096.74,US,USD,1.406478563,0.867170335,25.13946377,1,1.426333556,1.636615331,0.777122836
nyh6XHj8HyiWBKXZ8LE9z,TRUE,GLOBALPAY,evt_1EcVApsB-XcyF5MKHmhawkn,2019-02-27T14:24:00.000Z,ACCEPTED,FALSE,52498.25,US,USD,1.406478563,0.867170335,25.13946377,1,1.426333556,1.636615331,0.777122836
6TLX7srgNYXUDpFpm1RL1,TRUE,GLOBALPAY,evt_1EyI6ImYw_0-xt6XRmbMilo,2019-02-27T19:12:00.000Z,DECLINED,FALSE,52811.27,US,USD,1.406478563,0.867170335,25.13946377,1,1.426333556,1.636615331,0.777122836
QugeXPfsxmcKg-wTHmLMx,TRUE,GLOBALPAY,evt_1E_n-5fyJq4U-pQgbTRRXdF,2019-02-27T00:00:00.000Z,ACCEPTED,FALSE,62545.42,MX,MXN,1.406044792,0.869716039,25.13463868,1,1.428937232,1.641284399,0.772749925
m-uuB_SMNFO0PGxfhTUWg,TRUE,GLOBALPAY,evt_1ENxfA4CP9hHvd7LoFJZ8iA,2019-02-27T04:48:00.000Z,DECLINED,FALSE,62965.7,MX,MXN,1.406044792,0.869716039,25.13463868,1,1.428937232,1.641284399,0.772749925
F64mbD8z1togpZ1eZzofo,TRUE,GLOBALPAY,evt_1E7VyzE_19kmfJGMDoXTamf,2019-02-27T09:36:00.000Z,ACCEPTED,FALSE,63247.91,MX,MXN,1.406044792,0.869716039,25.13463868,1,1.428937232,1.641284399,0.772749925
NvZBj9VzpsM4_yN2bYX3z,TRUE,GLOBALPAY,evt_1E5paeC1eeaRY4ZmImOTuWF,2019-02-27T14:24:00.000Z,ACCEPTED,FALSE,63225.69,MX,MXN,1.406044792,0.869716039,25.13463868,1,1.428937232,1.641284399,0.772749925
vs94AlQrTPGTHxVkNuVbz,TRUE,GLOBALPAY,evt_1E_O1sd_5BzYe1-sz9lnthk,2019-02-27T19:12:00.000Z,DECLINED,FALSE,63266.39,MX,MXN,1.406044792,0.869716039,25.13463868,1,1.428937232,1.641284399,0.772749925
lbUvmwyGduOlkZPDlQlhD,TRUE,GLOBALPAY,evt_1EKK0RfhSWlLpF6VXD6lmp0,2019-02-27T00:00:00.000Z,ACCEPTED,FALSE,51818.79,UK,GBP,1.407936818,0.865969261,25.13389849,1,1.426024641,1.637061155,0.772390058
4AKUmEX9CuBW6Hle8ix1U,TRUE,GLOBALPAY,evt_1Ej2Ya4oXOCiBsSWK4x70Rj,2019-02-27T04:48:00.000Z,ACCEPTED,FALSE,52131.46,UK,GBP,1.407936818,0.865969261,25.13389849,1,1.426024641,1.637061155,0.772390058
YaHA581f1A6wIt_7Ky6rm,TRUE,GLOBALPAY,evt_1EChNN_GB4CCtCs0_wVYIQw,2019-02-27T09:36:00.000Z,ACCEPTED,FALSE,52447.48,UK,GBP,1.407936818,0.865969261,25.13389849,1,1.426024641,1.637061155,0.772390058
h3foAbcsDdOPz-D46PFeG,TRUE,GLOBALPAY,evt_1Ez7TRYaGqKJ3JkegUkh-dZ,2019-02-27T14:24:00.000Z,DECLINED,FALSE,53118.46,UK,GBP,1.407936818,0.865969261,25.13389849,1,1.426024641,1.637061155,0.772390058
-gkIKE5lv6w30S9O7zwb-,TRUE,GLOBALPAY,evt_1E6w2-zE3Q1aZZ31YBvQwmj,2019-02-27T19:12:00.000Z,ACCEPTED,FALSE,52950.5,UK,GBP,1.407936818,0.865969261,25.13389849,1,1.426024641,1.637061155,0.772390058
Ryl8mcAtL_B8XIUbleV6f,TRUE,GLOBALPAY,evt_1EUyeOVnAzmbi9X1FmakzMr,2019-02-27T00:00:00.000Z,ACCEPTED,FALSE,53920.67,FR,EUR,1.410846238,0.861529843,25.13454469,1,1.422347379,1.634756528,0.77633992
tduwjjD4y-3WYYmS461ry,TRUE,GLOBALPAY,evt_1EBSceD61lud2KLouEwS9oL,2019-02-27T04:48:00.000Z,ACCEPTED,FALSE,54099.43,FR,EUR,1.410846238,0.861529843,25.13454469,1,1.422347379,1.634756528,0.77633992
s0VOHitY8S-zzhdIKEMc3,TRUE,GLOBALPAY,evt_1EyfmVDnWGoRNBRDXQulZkd,2019-02-27T09:36:00.000Z,ACCEPTED,FALSE,53987.44,FR,EUR,1.410846238,0.861529843,25.13454469,1,1.422347379,1.634756528,0.77633992
ednIx9bJXiNmI-kCJb0dS,TRUE,GLOBALPAY,evt_1EEbtVHMH2cwh1s0jI-YRX7,2019-02-27T14:24:00.000Z,ACCEPTED,FALSE,53971.99,FR,EUR,1.410846238,0.861529843,25.13454469,1,1.422347379,1.634756528,0.77633992
yeKDqP5VVKc26X_636sKr,TRUE,GLOBALPAY,evt_1E-ltM05ShHtInLsgAJN7YC,2019-02-27T19:12:00.000Z,DECLINED,FALSE,54386.84,FR,EUR,1.410846238,0.861529843,25.13454469,1,1.422347379,1.634756528,0.77633992
3-muTPRpqEq3AKw7l7q7u,TRUE,GLOBALPAY,evt_1E2bmZwsc2BhG3ZVRHYrok1,2019-02-27T00:00:00.000Z,ACCEPTED,FALSE,50671.04,CA,CAD,1.408354654,0.862347673,25.13224207,1,1.422976268,1.636031966,0.778005449
oB6IT5vZY3M1r13lNSz6y,TRUE,GLOBALPAY,evt_1EezN6HdSzqSY3tn0h8VFg1,2019-02-27T04:48:00.000Z,ACCEPTED,FALSE,50536.28,CA,CAD,1.408354654,0.862347673,25.13224207,1,1.422976268,1.636031966,0.778005449
ou8QVybrTpmxkVtJwi5pj,TRUE,GLOBALPAY,evt_1EOY68H28cBsfIeUwu3cj6T,2019-02-27T09:36:00.000Z,ACCEPTED,FALSE,50938.21,CA,CAD,1.408354654,0.862347673,25.13224207,1,1.422976268,1.636031966,0.778005449
XEfsUMDFxuy0RVK0liP4d,TRUE,GLOBALPAY,evt_1EnM3ucoeXY2Re974zg04e2,2019-02-27T14:24:00.000Z,ACCEPTED,FALSE,51191.61,CA,CAD,1.408354654,0.862347673,25.13224207,1,1.422976268,1.636031966,0.778005449
eVSeVKeDazUHBR7YsLc4B,TRUE,GLOBALPAY,evt_1EWyHhNLqN4YoMqkRAFcayZ,2019-02-27T19:12:00.000Z,DECLINED,FALSE,51510.82,CA,CAD,1.408354654,0.862347673,25.13224207,1,1.422976268,1.636031966,0.778005449
LAmHw0xqQMqQlc2j0frgE,TRUE,GLOBALPAY,evt_1EjYeizE4yXeUtuX0z5Iwgp,2019-02-27T00:00:00.000Z,ACCEPTED,FALSE,59949.76,AE,USD,1.41174873,0.857413563,25.13401927,1,1.425925885,1.640045409,0.778638722
Jxv20Ayyl8AfmaMYL4bPz,TRUE,GLOBALPAY,evt_1EfhVYj3vcM5nuFf0iwabac,2019-02-27T04:48:00.000Z,ACCEPTED,FALSE,60306.29,AE,USD,1.41174873,0.857413563,25.13401927,1,1.425925885,1.640045409,0.778638722
i1cULDI2NJRy20u5qfr0m,TRUE,GLOBALPAY,evt_1EQCrPygEf1cPocMnkLH9oc,2019-02-27T09:36:00.000Z,DECLINED,FALSE,60397.85,AE,USD,1.41174873,0.857413563,25.13401927,1,1.425925885,1.640045409,0.778638722
wehEXIKJkwJXnQSYrUirn,TRUE,GLOBALPAY,evt_1EpfmhEksVuZZq0Z4WqP_o_,2019-02-27T14:24:00.000Z,ACCEPTED,FALSE,60764.33,AE,USD,1.41174873,0.857413563,25.13401927,1,1.425925885,1.640045409,0.778638722
NApb4BTY-8ShlKCxh--iL,TRUE,GLOBALPAY,evt_1EAO3x-qYifefgNmZugdvEW,2019-02-27T19:12:00.000Z,ACCEPTED,FALSE,60790.05,AE,USD,1.41174873,0.857413563,25.13401927,1,1.425925885,1.640045409,0.778638722
O65hg7j2Cha9Vr8ybHbx1,TRUE,GLOBALPAY,evt_1EyuW9VXYQiYn9U7AdQwlm6,2019-02-28T00:00:00.000Z,ACCEPTED,FALSE,52637.67,US,USD,1.41485626,0.858549862,25.13210478,1,1.427172677,1.639538588,0.782197308
9ia1Ppnhg0bEr5U5jNNEv,TRUE,GLOBALPAY,evt_1EDvQaWrrwVC1l_xYWK0WKs,2019-02-28T04:48:00.000Z,ACCEPTED,FALSE,52937.44,US,USD,1.41485626,0.858549862,25.13210478,1,1.427172677,1.639538588,0.782197308
7aeWkQz19FexRT5Nps0PI,TRUE,GLOBALPAY,evt_1EqulHVagGVG6VF2mY-hcba,2019-02-28T09:36:00.000Z,ACCEPTED,FALSE,52947.53,US,USD,1.41485626,0.858549862,25.13210478,1,1.427172677,1.639538588,0.782197308
rbxYsIkP-XsuCzlrI2QfV,TRUE,GLOBALPAY,evt_1Eqfr3-hEH_xgzxtyWo8Mso,2019-02-28T14:24:00.000Z,DECLINED,FALSE,53550.42,US,USD,1.41485626,0.858549862,25.13210478,1,1.427172677,1.639538588,0.782197308
SOF-PMYmF-miliI5Km-rd,TRUE,GLOBALPAY,evt_1EAPIvp8fUOiAH2KGtkE2OE,2019-02-28T19:12:00.000Z,ACCEPTED,FALSE,53387.99,US,USD,1.41485626,0.858549862,25.13210478,1,1.427172677,1.639538588,0.782197308
rLCj_kwE831hQzRYY2du9,TRUE,GLOBALPAY,evt_1Es4e4BY_3OLKEHMfBL9bNa,2019-02-28T00:00:00.000Z,ACCEPTED,FALSE,63204.29,MX,MXN,1.419217996,0.861797951,25.13662028,1,1.42542126,1.636927173,0.782838664
SWJo25BTshfuMVNslBTiK,TRUE,GLOBALPAY,evt_1E79Ie4v-YZKfzpV_C-udYS,2019-02-28T04:48:00.000Z,ACCEPTED,FALSE,63648.83,MX,MXN,1.419217996,0.861797951,25.13662028,1,1.42542126,1.636927173,0.782838664
6DsqJTIv7XfyQS6wBW-Nw,TRUE,GLOBALPAY,evt_1EzuWmh_zubb1HPb5fTSiUi,2019-02-28T09:36:00.000Z,ACCEPTED,FALSE,64312,MX,MXN,1.419217996,0.861797951,25.13662028,1,1.42542126,1.636927173,0.782838664
6MNnBHvoftS47zDWfkW8u,TRUE,GLOBALPAY,evt_1ExrP521E-YqascrAREg7v7,2019-02-28T14:24:00.000Z,ACCEPTED,FALSE,64176.53,MX,MXN,1.419217996,0.861797951,25.13662028,1,1.42542126,1.636927173,0.782838664
CySJPhPhAzfSy52m9BDmM,TRUE,GLOBALPAY,evt_1EUuaH4rsUdvRTC6CbBt8sw,2019-02-28T19:12:00.000Z,ACCEPTED,FALSE,64218.54,MX,MXN,1.419217996,0.861797951,25.13662028,1,1.42542126,1.636927173,0.782838664
Wl1066GSdlnmAIe8af8Yy,TRUE,GLOBALPAY,evt_1E3D7Md9QyL3eZh6CW5P_uE,2019-02-28T00:00:00.000Z,DECLINED,FALSE,53422.33,UK,GBP,1.415402317,0.859720557,25.13991861,1,1.425520012,1.634942995,0.786546696
